nohup: ignoring input
Using device: cpu
Architecture: 8 concrete rules → 4 abstract rules
Architecture: 8 concrete rules → 4 abstract rules
======================================================================
LOGIC EXPERIMENTS 2: Hierarchical Architecture
- Layer 1: 8 concrete pattern detectors (forced constants)
- Layer 2: 4 abstract rules with variables (compose L1)
- Learning rate: 0.001
- Target network sync every 50 episodes
======================================================================
Episode    50 | Reward:  -9.943 | Epsilon: 0.7783
Model saved to PyTorch_models/model.DQN.hierarchical.Hierarchical.M1=8,M2=4.30-11-2025(20:57).dict
✓ Model saved: model.DQN.hierarchical.Hierarchical.M1=8,M2=4.30-11-2025(20:57)
Episode 82050 | Reward:  -2.374 | Epsilon: 0.0100 | Loss: 129.1887
Episode 82100 | Reward:  -6.109 | Epsilon: 0.0100 | Loss: 56.0909
Episode 82150 | Reward:  -6.244 | Epsilon: 0.0100 | Loss: 72.8935
Episode 82200 | Reward:  -6.259 | Epsilon: 0.0100 | Loss: 106.2357
Episode 82250 | Reward: -12.915 | Epsilon: 0.0100 | Loss: 85.4727
Episode 82300 | Reward:  -7.322 | Epsilon: 0.0100 | Loss: 76.8195
Episode 82350 | Reward:  -7.132 | Epsilon: 0.0100 | Loss: 83.7663
Episode 82400 | Reward:  -7.141 | Epsilon: 0.0100 | Loss: 79.9196
Episode 82450 | Reward:  -6.737 | Epsilon: 0.0100 | Loss: 81.7927
Episode 82500 | Reward:  -9.504 | Epsilon: 0.0100 | Loss: 112.9298
Episode 82550 | Reward:  -7.281 | Epsilon: 0.0100 | Loss: 80.7189
Episode 82600 | Reward:  -7.002 | Epsilon: 0.0100 | Loss: 63.5091
Episode 82650 | Reward:  -3.613 | Epsilon: 0.0100 | Loss: 112.6477
Episode 82700 | Reward:  -6.049 | Epsilon: 0.0100 | Loss: 101.8819
Episode 82750 | Reward:  -6.533 | Epsilon: 0.0100 | Loss: 81.7004
Episode 82800 | Reward:  -4.189 | Epsilon: 0.0100 | Loss: 69.4563
Episode 82850 | Reward:  -2.091 | Epsilon: 0.0100 | Loss: 91.2824
Episode 82900 | Reward:  -3.786 | Epsilon: 0.0100 | Loss: 95.4098
Episode 82950 | Reward:  -2.716 | Epsilon: 0.0100 | Loss: 81.8489
Episode 83000 | Reward:  -2.257 | Epsilon: 0.0100 | Loss: 74.0414
Model saved to PyTorch_models/model.DQN.hierarchical.Hierarchical.M1=8,M2=4.30-11-2025(20:58).dict
✓ Model saved: model.DQN.hierarchical.Hierarchical.M1=8,M2=4.30-11-2025(20:58)
Episode 83050 | Reward:  -1.890 | Epsilon: 0.0100 | Loss: 73.4186
Episode 83100 | Reward:  -4.362 | Epsilon: 0.0100 | Loss: 91.2015
Episode 83150 | Reward:  -3.795 | Epsilon: 0.0100 | Loss: 76.4010
Episode 83200 | Reward:  -6.986 | Epsilon: 0.0100 | Loss: 95.3761
Episode 83250 | Reward:  -3.527 | Epsilon: 0.0100 | Loss: 56.4135
Episode 83300 | Reward:  -3.387 | Epsilon: 0.0100 | Loss: 56.9047
Episode 83350 | Reward:  -4.119 | Epsilon: 0.0100 | Loss: 66.3587
Episode 83400 | Reward:  -4.472 | Epsilon: 0.0100 | Loss: 115.6413
Episode 83450 | Reward:  -3.955 | Epsilon: 0.0100 | Loss: 83.8184
Episode 83500 | Reward:  -2.659 | Epsilon: 0.0100 | Loss: 64.7475
Episode 83550 | Reward:  -3.329 | Epsilon: 0.0100 | Loss: 86.3567
Episode 83600 | Reward:  -6.708 | Epsilon: 0.0100 | Loss: 71.4589
Episode 83650 | Reward:  -3.341 | Epsilon: 0.0100 | Loss: 66.4308
Episode 83700 | Reward:  -1.239 | Epsilon: 0.0100 | Loss: 67.6500
Episode 83750 | Reward:   0.302 | Epsilon: 0.0100 | Loss: 56.2205
Episode 83800 | Reward:  -4.874 | Epsilon: 0.0100 | Loss: 101.4028
Episode 83850 | Reward:  -4.253 | Epsilon: 0.0100 | Loss: 87.3145
Episode 83900 | Reward:  -3.674 | Epsilon: 0.0100 | Loss: 110.5919
Episode 83950 | Reward:  -5.028 | Epsilon: 0.0100 | Loss: 34.0965
Episode 84000 | Reward:  -4.457 | Epsilon: 0.0100 | Loss: 67.2632
Model saved to PyTorch_models/model.DQN.hierarchical.Hierarchical.M1=8,M2=4.30-11-2025(21:00).dict
✓ Model saved: model.DQN.hierarchical.Hierarchical.M1=8,M2=4.30-11-2025(21:00)
Episode 84050 | Reward:  -3.457 | Epsilon: 0.0100 | Loss: 103.2849
Episode 84100 | Reward:  -3.893 | Epsilon: 0.0100 | Loss: 84.7152
Episode 84150 | Reward:  -5.313 | Epsilon: 0.0100 | Loss: 72.8878
Episode 84200 | Reward:  -6.699 | Epsilon: 0.0100 | Loss: 57.2175
Episode 84250 | Reward:  -5.898 | Epsilon: 0.0100 | Loss: 85.4820
Episode 84300 | Reward:  -7.387 | Epsilon: 0.0100 | Loss: 68.5577
Episode 84350 | Reward:  -1.978 | Epsilon: 0.0100 | Loss: 41.7841
Episode 84400 | Reward:  -4.402 | Epsilon: 0.0100 | Loss: 77.1127
Episode 84450 | Reward:   0.116 | Epsilon: 0.0100 | Loss: 79.2109
Episode 84500 | Reward:  -5.481 | Epsilon: 0.0100 | Loss: 56.7802
Episode 84550 | Reward:  -6.362 | Epsilon: 0.0100 | Loss: 105.3822
Episode 84600 | Reward:  -5.099 | Epsilon: 0.0100 | Loss: 93.0681
Episode 84650 | Reward:  -2.388 | Epsilon: 0.0100 | Loss: 84.2268
Episode 84700 | Reward:  -3.838 | Epsilon: 0.0100 | Loss: 111.0446
Episode 84750 | Reward:  -4.721 | Epsilon: 0.0100 | Loss: 119.3161
Episode 84800 | Reward:  -3.768 | Epsilon: 0.0100 | Loss: 94.0843
Episode 84850 | Reward:  -5.761 | Epsilon: 0.0100 | Loss: 84.0467
Episode 84900 | Reward:  -1.954 | Epsilon: 0.0100 | Loss: 88.6020
Episode 84950 | Reward:  -3.403 | Epsilon: 0.0100 | Loss: 68.4322
Episode 85000 | Reward:  -1.479 | Epsilon: 0.0100 | Loss: 68.3933
Model saved to PyTorch_models/model.DQN.hierarchical.Hierarchical.M1=8,M2=4.30-11-2025(21:01).dict
✓ Model saved: model.DQN.hierarchical.Hierarchical.M1=8,M2=4.30-11-2025(21:01)
Episode 85050 | Reward:  -3.474 | Epsilon: 0.0100 | Loss: 68.9945
Episode 85100 | Reward:  -5.654 | Epsilon: 0.0100 | Loss: 63.0061
Episode 85150 | Reward:  -5.643 | Epsilon: 0.0100 | Loss: 93.5288
Episode 85200 | Reward:  -4.701 | Epsilon: 0.0100 | Loss: 76.1897
Episode 85250 | Reward:  -4.154 | Epsilon: 0.0100 | Loss: 90.9929
Episode 85300 | Reward:  -3.778 | Epsilon: 0.0100 | Loss: 77.6530
Episode 85350 | Reward:  -4.783 | Epsilon: 0.0100 | Loss: 88.1060
Episode 85400 | Reward:  -2.974 | Epsilon: 0.0100 | Loss: 101.8679
Episode 85450 | Reward:  -6.814 | Epsilon: 0.0100 | Loss: 83.1990
Episode 85500 | Reward:  -7.070 | Epsilon: 0.0100 | Loss: 57.2947
Episode 85550 | Reward:  -4.916 | Epsilon: 0.0100 | Loss: 62.0639
Episode 85600 | Reward:  -4.562 | Epsilon: 0.0100 | Loss: 108.7551
Episode 85650 | Reward:  -4.826 | Epsilon: 0.0100 | Loss: 66.9200
Episode 85700 | Reward:  -3.250 | Epsilon: 0.0100 | Loss: 82.2820
Episode 85750 | Reward:  -9.502 | Epsilon: 0.0100 | Loss: 82.8214
Episode 85800 | Reward:  -9.790 | Epsilon: 0.0100 | Loss: 91.0594
Episode 85850 | Reward: -10.366 | Epsilon: 0.0100 | Loss: 55.7553
Episode 85900 | Reward:  -9.855 | Epsilon: 0.0100 | Loss: 96.0436
Episode 85950 | Reward: -10.178 | Epsilon: 0.0100 | Loss: 95.0116
Episode 86000 | Reward:  -6.035 | Epsilon: 0.0100 | Loss: 49.1909
Model saved to PyTorch_models/model.DQN.hierarchical.Hierarchical.M1=8,M2=4.30-11-2025(21:03).dict
✓ Model saved: model.DQN.hierarchical.Hierarchical.M1=8,M2=4.30-11-2025(21:03)
Episode 86050 | Reward:  -3.352 | Epsilon: 0.0100 | Loss: 63.1161
Episode 86100 | Reward:  -6.358 | Epsilon: 0.0100 | Loss: 108.6309
Episode 86150 | Reward:  -9.657 | Epsilon: 0.0100 | Loss: 91.2396
Episode 86200 | Reward: -11.299 | Epsilon: 0.0100 | Loss: 90.3997
Episode 86250 | Reward: -12.821 | Epsilon: 0.0100 | Loss: 95.9384
Episode 86300 | Reward:  -8.649 | Epsilon: 0.0100 | Loss: 93.9020
Episode 86350 | Reward: -10.211 | Epsilon: 0.0100 | Loss: 73.7017
Episode 86400 | Reward: -10.860 | Epsilon: 0.0100 | Loss: 97.7415
Episode 86450 | Reward:  -6.313 | Epsilon: 0.0100 | Loss: 82.7235
Episode 86500 | Reward:  -9.105 | Epsilon: 0.0100 | Loss: 89.0735
Episode 86550 | Reward:  -7.469 | Epsilon: 0.0100 | Loss: 101.4473
Episode 86600 | Reward:  -5.996 | Epsilon: 0.0100 | Loss: 83.5298
Episode 86650 | Reward:  -3.140 | Epsilon: 0.0100 | Loss: 104.5400
Episode 86700 | Reward:  -4.377 | Epsilon: 0.0100 | Loss: 97.7376
Episode 86750 | Reward:  -3.474 | Epsilon: 0.0100 | Loss: 89.4761
Episode 86800 | Reward:  -4.029 | Epsilon: 0.0100 | Loss: 96.5767
Episode 86850 | Reward:  -1.404 | Epsilon: 0.0100 | Loss: 88.3381
Episode 86900 | Reward:  -3.678 | Epsilon: 0.0100 | Loss: 61.6564
Episode 86950 | Reward:  -3.088 | Epsilon: 0.0100 | Loss: 86.5272
Episode 87000 | Reward:  -4.175 | Epsilon: 0.0100 | Loss: 89.0787
Model saved to PyTorch_models/model.DQN.hierarchical.Hierarchical.M1=8,M2=4.30-11-2025(21:05).dict
✓ Model saved: model.DQN.hierarchical.Hierarchical.M1=8,M2=4.30-11-2025(21:05)
Episode 87050 | Reward:  -3.519 | Epsilon: 0.0100 | Loss: 80.6509
Episode 87100 | Reward:  -4.593 | Epsilon: 0.0100 | Loss: 88.1601
Episode 87150 | Reward:  -3.439 | Epsilon: 0.0100 | Loss: 96.2356
Episode 87200 | Reward:  -2.800 | Epsilon: 0.0100 | Loss: 90.2128
Episode 87250 | Reward:  -2.629 | Epsilon: 0.0100 | Loss: 80.8844
Episode 87300 | Reward:  -2.894 | Epsilon: 0.0100 | Loss: 52.2407
Episode 87350 | Reward:  -3.707 | Epsilon: 0.0100 | Loss: 61.0469
Episode 87400 | Reward:  -6.004 | Epsilon: 0.0100 | Loss: 76.0744
Episode 87450 | Reward:  -5.676 | Epsilon: 0.0100 | Loss: 94.1541
Episode 87500 | Reward: -10.069 | Epsilon: 0.0100 | Loss: 113.6541
Episode 87550 | Reward:  -2.395 | Epsilon: 0.0100 | Loss: 73.4052
Episode 87600 | Reward:  -1.881 | Epsilon: 0.0100 | Loss: 54.4163
Episode 87650 | Reward:  -4.199 | Epsilon: 0.0100 | Loss: 68.4125
Episode 87700 | Reward:  -2.197 | Epsilon: 0.0100 | Loss: 92.3092
Episode 87750 | Reward:  -6.093 | Epsilon: 0.0100 | Loss: 74.1466
Episode 87800 | Reward:  -5.220 | Epsilon: 0.0100 | Loss: 95.3520
Episode 87850 | Reward:  -2.404 | Epsilon: 0.0100 | Loss: 72.4155
Episode 87900 | Reward:  -2.349 | Epsilon: 0.0100 | Loss: 83.9503
Episode 87950 | Reward:  -2.998 | Epsilon: 0.0100 | Loss: 105.1433
Episode 88000 | Reward:  -1.900 | Epsilon: 0.0100 | Loss: 114.6395
Model saved to PyTorch_models/model.DQN.hierarchical.Hierarchical.M1=8,M2=4.30-11-2025(21:06).dict
✓ Model saved: model.DQN.hierarchical.Hierarchical.M1=8,M2=4.30-11-2025(21:06)
Episode 88050 | Reward:  -5.888 | Epsilon: 0.0100 | Loss: 75.0191
Episode 88100 | Reward:  -2.240 | Epsilon: 0.0100 | Loss: 64.4091
Episode 88150 | Reward:  -3.253 | Epsilon: 0.0100 | Loss: 69.6934
Episode 88200 | Reward:  -3.338 | Epsilon: 0.0100 | Loss: 71.8393
Episode 88250 | Reward:  -4.579 | Epsilon: 0.0100 | Loss: 77.9682
Episode 88300 | Reward:  -6.012 | Epsilon: 0.0100 | Loss: 66.9335
Episode 88350 | Reward:  -4.166 | Epsilon: 0.0100 | Loss: 108.6916
Episode 88400 | Reward:  -5.671 | Epsilon: 0.0100 | Loss: 74.3481
Episode 88450 | Reward:  -7.249 | Epsilon: 0.0100 | Loss: 111.4129
Episode 88500 | Reward:  -6.357 | Epsilon: 0.0100 | Loss: 84.8769
Episode 88550 | Reward:  -2.296 | Epsilon: 0.0100 | Loss: 72.3902
Episode 88600 | Reward:  -5.542 | Epsilon: 0.0100 | Loss: 137.7150
Episode 88650 | Reward:  -2.665 | Epsilon: 0.0100 | Loss: 76.0585
Episode 88700 | Reward:  -3.865 | Epsilon: 0.0100 | Loss: 91.4516
Episode 88750 | Reward:  -1.878 | Epsilon: 0.0100 | Loss: 110.1215
Episode 88800 | Reward:  -3.295 | Epsilon: 0.0100 | Loss: 73.2951
Episode 88850 | Reward:  -1.826 | Epsilon: 0.0100 | Loss: 72.9861
Episode 88900 | Reward:  -1.393 | Epsilon: 0.0100 | Loss: 79.7364
Episode 88950 | Reward:  -0.784 | Epsilon: 0.0100 | Loss: 82.8153
Episode 89000 | Reward:  -4.976 | Epsilon: 0.0100 | Loss: 82.6974
Model saved to PyTorch_models/model.DQN.hierarchical.Hierarchical.M1=8,M2=4.30-11-2025(21:08).dict
✓ Model saved: model.DQN.hierarchical.Hierarchical.M1=8,M2=4.30-11-2025(21:08)
Episode 89050 | Reward:  -1.727 | Epsilon: 0.0100 | Loss: 83.1661
Episode 89100 | Reward:  -3.435 | Epsilon: 0.0100 | Loss: 100.6569
Episode 89150 | Reward:  -3.369 | Epsilon: 0.0100 | Loss: 110.4610
Episode 89200 | Reward:  -4.855 | Epsilon: 0.0100 | Loss: 92.8642
Episode 89250 | Reward:  -4.881 | Epsilon: 0.0100 | Loss: 68.9896
Episode 89300 | Reward:  -2.672 | Epsilon: 0.0100 | Loss: 65.8821
Episode 89350 | Reward:  -3.410 | Epsilon: 0.0100 | Loss: 134.7640
Episode 89400 | Reward:  -1.830 | Epsilon: 0.0100 | Loss: 37.4629
Episode 89450 | Reward:  -4.261 | Epsilon: 0.0100 | Loss: 78.7790
Episode 89500 | Reward:  -2.951 | Epsilon: 0.0100 | Loss: 72.8139
Episode 89550 | Reward:  -4.335 | Epsilon: 0.0100 | Loss: 61.0580
Episode 89600 | Reward:  -6.649 | Epsilon: 0.0100 | Loss: 76.2065
Episode 89650 | Reward:  -7.231 | Epsilon: 0.0100 | Loss: 86.9919
Episode 89700 | Reward:  -7.722 | Epsilon: 0.0100 | Loss: 100.7982
Episode 89750 | Reward:  -3.592 | Epsilon: 0.0100 | Loss: 81.2103
Episode 89800 | Reward:  -6.985 | Epsilon: 0.0100 | Loss: 64.8049
Episode 89850 | Reward:  -3.820 | Epsilon: 0.0100 | Loss: 92.9328
Episode 89900 | Reward:  -2.409 | Epsilon: 0.0100 | Loss: 65.1770
Episode 89950 | Reward:   0.608 | Epsilon: 0.0100 | Loss: 90.4973
Episode 90000 | Reward:  -1.315 | Epsilon: 0.0100 | Loss: 102.3038
Model saved to PyTorch_models/model.DQN.hierarchical.Hierarchical.M1=8,M2=4.30-11-2025(21:09).dict
✓ Model saved: model.DQN.hierarchical.Hierarchical.M1=8,M2=4.30-11-2025(21:09)
Episode 90050 | Reward:  -6.293 | Epsilon: 0.0100 | Loss: 93.7921
Episode 90100 | Reward:  -2.747 | Epsilon: 0.0100 | Loss: 84.9539
Episode 90150 | Reward:  -5.963 | Epsilon: 0.0100 | Loss: 93.5240
Episode 90200 | Reward:  -2.892 | Epsilon: 0.0100 | Loss: 69.6134
Episode 90250 | Reward:  -5.916 | Epsilon: 0.0100 | Loss: 70.7391
Episode 90300 | Reward:  -2.331 | Epsilon: 0.0100 | Loss: 50.9152
Episode 90350 | Reward:  -4.104 | Epsilon: 0.0100 | Loss: 53.2044
Episode 90400 | Reward:  -3.290 | Epsilon: 0.0100 | Loss: 96.1827
Episode 90450 | Reward:  -2.917 | Epsilon: 0.0100 | Loss: 85.3217
Episode 90500 | Reward:  -2.168 | Epsilon: 0.0100 | Loss: 57.7103
Episode 90550 | Reward:  -9.513 | Epsilon: 0.0100 | Loss: 65.2036
Episode 90600 | Reward:  -7.552 | Epsilon: 0.0100 | Loss: 57.7465
Episode 90650 | Reward:  -9.719 | Epsilon: 0.0100 | Loss: 55.4092
Episode 90700 | Reward:  -7.981 | Epsilon: 0.0100 | Loss: 76.2233
Episode 90750 | Reward:  -5.706 | Epsilon: 0.0100 | Loss: 70.2808
Episode 90800 | Reward:  -1.982 | Epsilon: 0.0100 | Loss: 88.7828
Episode 90850 | Reward:  -5.277 | Epsilon: 0.0100 | Loss: 68.1231
Episode 90900 | Reward:  -3.862 | Epsilon: 0.0100 | Loss: 70.7767
Episode 90950 | Reward:  -5.604 | Epsilon: 0.0100 | Loss: 114.6710
Episode 91000 | Reward:  -5.248 | Epsilon: 0.0100 | Loss: 48.3721
Model saved to PyTorch_models/model.DQN.hierarchical.Hierarchical.M1=8,M2=4.30-11-2025(21:11).dict
✓ Model saved: model.DQN.hierarchical.Hierarchical.M1=8,M2=4.30-11-2025(21:11)
Episode 91050 | Reward:  -7.154 | Epsilon: 0.0100 | Loss: 71.7517
Episode 91100 | Reward:  -7.329 | Epsilon: 0.0100 | Loss: 82.8854
Episode 91150 | Reward:  -8.473 | Epsilon: 0.0100 | Loss: 82.8242
Episode 91200 | Reward:  -8.986 | Epsilon: 0.0100 | Loss: 56.6693
Episode 91250 | Reward: -11.741 | Epsilon: 0.0100 | Loss: 83.0523
Episode 91300 | Reward:  -7.249 | Epsilon: 0.0100 | Loss: 72.8864
Episode 91350 | Reward:  -7.509 | Epsilon: 0.0100 | Loss: 88.2522
Episode 91400 | Reward:  -5.123 | Epsilon: 0.0100 | Loss: 49.1639
Episode 91450 | Reward:  -7.447 | Epsilon: 0.0100 | Loss: 93.2942
Episode 91500 | Reward:  -3.228 | Epsilon: 0.0100 | Loss: 87.8641
Episode 91550 | Reward:  -1.928 | Epsilon: 0.0100 | Loss: 68.9223
Episode 91600 | Reward:  -3.518 | Epsilon: 0.0100 | Loss: 70.4751
Episode 91650 | Reward:  -5.455 | Epsilon: 0.0100 | Loss: 96.5906
Episode 91700 | Reward:  -4.699 | Epsilon: 0.0100 | Loss: 71.2425
Episode 91750 | Reward:  -7.204 | Epsilon: 0.0100 | Loss: 79.6571
Episode 91800 | Reward:  -2.983 | Epsilon: 0.0100 | Loss: 87.6496
Episode 91850 | Reward:  -1.510 | Epsilon: 0.0100 | Loss: 66.5766
Episode 91900 | Reward:  -4.246 | Epsilon: 0.0100 | Loss: 74.6478
Episode 91950 | Reward:  -3.737 | Epsilon: 0.0100 | Loss: 78.7715
Episode 92000 | Reward:  -1.760 | Epsilon: 0.0100 | Loss: 86.3994
Model saved to PyTorch_models/model.DQN.hierarchical.Hierarchical.M1=8,M2=4.30-11-2025(21:12).dict
✓ Model saved: model.DQN.hierarchical.Hierarchical.M1=8,M2=4.30-11-2025(21:12)
Episode 92050 | Reward:  -6.720 | Epsilon: 0.0100 | Loss: 88.8627
Episode 92100 | Reward:  -3.975 | Epsilon: 0.0100 | Loss: 80.6530
Episode 92150 | Reward:  -6.325 | Epsilon: 0.0100 | Loss: 85.7742
Episode 92200 | Reward:  -8.858 | Epsilon: 0.0100 | Loss: 78.6824
Episode 92250 | Reward:  -7.487 | Epsilon: 0.0100 | Loss: 69.5847
Episode 92300 | Reward:  -6.133 | Epsilon: 0.0100 | Loss: 95.8869
Episode 92350 | Reward:  -4.805 | Epsilon: 0.0100 | Loss: 83.6357
Episode 92400 | Reward:  -4.940 | Epsilon: 0.0100 | Loss: 78.2296
Episode 92450 | Reward:  -2.105 | Epsilon: 0.0100 | Loss: 106.9802
Episode 92500 | Reward:  -2.046 | Epsilon: 0.0100 | Loss: 94.4977
Episode 92550 | Reward:  -8.406 | Epsilon: 0.0100 | Loss: 92.2658
Episode 92600 | Reward:  -4.583 | Epsilon: 0.0100 | Loss: 107.4208
Episode 92650 | Reward:   0.955 | Epsilon: 0.0100 | Loss: 63.9016
Episode 92700 | Reward:  -5.406 | Epsilon: 0.0100 | Loss: 56.8481
Episode 92750 | Reward:  -8.573 | Epsilon: 0.0100 | Loss: 66.8095
Episode 92800 | Reward:  -7.250 | Epsilon: 0.0100 | Loss: 72.4312
Episode 92850 | Reward:  -3.271 | Epsilon: 0.0100 | Loss: 75.2040
Episode 92900 | Reward:  -6.023 | Epsilon: 0.0100 | Loss: 67.1207
Episode 92950 | Reward:  -0.927 | Epsilon: 0.0100 | Loss: 61.7252
Episode 93000 | Reward:  -6.906 | Epsilon: 0.0100 | Loss: 56.6942
Model saved to PyTorch_models/model.DQN.hierarchical.Hierarchical.M1=8,M2=4.30-11-2025(21:13).dict
✓ Model saved: model.DQN.hierarchical.Hierarchical.M1=8,M2=4.30-11-2025(21:13)
Episode 93050 | Reward:  -4.913 | Epsilon: 0.0100 | Loss: 83.4666
Episode 93100 | Reward:  -7.571 | Epsilon: 0.0100 | Loss: 107.6571
Episode 93150 | Reward:  -5.902 | Epsilon: 0.0100 | Loss: 79.6601
Episode 93200 | Reward:  -2.119 | Epsilon: 0.0100 | Loss: 72.7055
Episode 93250 | Reward:  -2.497 | Epsilon: 0.0100 | Loss: 84.4111
Episode 93300 | Reward:  -2.494 | Epsilon: 0.0100 | Loss: 112.0761
Episode 93350 | Reward:  -9.272 | Epsilon: 0.0100 | Loss: 90.5019
Episode 93400 | Reward: -10.235 | Epsilon: 0.0100 | Loss: 71.4051
Episode 93450 | Reward: -11.222 | Epsilon: 0.0100 | Loss: 86.7030
Episode 93500 | Reward:  -2.801 | Epsilon: 0.0100 | Loss: 118.8848
Episode 93550 | Reward:  -1.717 | Epsilon: 0.0100 | Loss: 61.4808
Episode 93600 | Reward:  -4.523 | Epsilon: 0.0100 | Loss: 68.6507
Episode 93650 | Reward:  -4.311 | Epsilon: 0.0100 | Loss: 60.9344
Episode 93700 | Reward:  -4.194 | Epsilon: 0.0100 | Loss: 54.8957
Episode 93750 | Reward:  -4.545 | Epsilon: 0.0100 | Loss: 81.4310
Episode 93800 | Reward:  -6.814 | Epsilon: 0.0100 | Loss: 74.8393
Episode 93850 | Reward:  -2.624 | Epsilon: 0.0100 | Loss: 103.1934
Episode 93900 | Reward:  -1.053 | Epsilon: 0.0100 | Loss: 60.9790
Episode 93950 | Reward:  -2.322 | Epsilon: 0.0100 | Loss: 69.9804
Episode 94000 | Reward:  -8.761 | Epsilon: 0.0100 | Loss: 57.9219
Model saved to PyTorch_models/model.DQN.hierarchical.Hierarchical.M1=8,M2=4.30-11-2025(21:15).dict
✓ Model saved: model.DQN.hierarchical.Hierarchical.M1=8,M2=4.30-11-2025(21:15)
Episode 94050 | Reward:  -5.380 | Epsilon: 0.0100 | Loss: 105.6936
Episode 94100 | Reward:  -5.170 | Epsilon: 0.0100 | Loss: 87.0357
Episode 94150 | Reward:  -3.099 | Epsilon: 0.0100 | Loss: 80.8294
Episode 94200 | Reward:  -1.919 | Epsilon: 0.0100 | Loss: 107.3212
Episode 94250 | Reward:  -2.772 | Epsilon: 0.0100 | Loss: 110.6661
Episode 94300 | Reward:  -4.273 | Epsilon: 0.0100 | Loss: 90.2667
Episode 94350 | Reward:  -4.593 | Epsilon: 0.0100 | Loss: 79.1570
Episode 94400 | Reward:  -5.905 | Epsilon: 0.0100 | Loss: 82.6393
Episode 94450 | Reward:  -7.558 | Epsilon: 0.0100 | Loss: 101.8152
Episode 94500 | Reward:  -2.753 | Epsilon: 0.0100 | Loss: 92.8525
Episode 94550 | Reward:  -1.347 | Epsilon: 0.0100 | Loss: 77.3485
Episode 94600 | Reward:  -6.591 | Epsilon: 0.0100 | Loss: 88.4086
Episode 94650 | Reward:  -0.927 | Epsilon: 0.0100 | Loss: 66.8593
Episode 94700 | Reward:  -1.386 | Epsilon: 0.0100 | Loss: 70.7138
Episode 94750 | Reward:  -9.425 | Epsilon: 0.0100 | Loss: 97.0854
Episode 94800 | Reward:  -2.736 | Epsilon: 0.0100 | Loss: 105.7303
Episode 94850 | Reward:   1.217 | Epsilon: 0.0100 | Loss: 85.1975
Episode 94900 | Reward:  -2.250 | Epsilon: 0.0100 | Loss: 80.6561
Episode 94950 | Reward:  -4.494 | Epsilon: 0.0100 | Loss: 96.0158
Episode 95000 | Reward:  -6.133 | Epsilon: 0.0100 | Loss: 81.7471
Model saved to PyTorch_models/model.DQN.hierarchical.Hierarchical.M1=8,M2=4.30-11-2025(21:16).dict
✓ Model saved: model.DQN.hierarchical.Hierarchical.M1=8,M2=4.30-11-2025(21:16)
Episode 95050 | Reward:  -4.354 | Epsilon: 0.0100 | Loss: 88.9946
Episode 95100 | Reward:  -2.879 | Epsilon: 0.0100 | Loss: 55.8095
Episode 95150 | Reward:  -6.628 | Epsilon: 0.0100 | Loss: 87.4211
Episode 95200 | Reward:  -3.807 | Epsilon: 0.0100 | Loss: 35.7212
Episode 95250 | Reward:  -4.184 | Epsilon: 0.0100 | Loss: 84.4602
Episode 95300 | Reward:  -6.345 | Epsilon: 0.0100 | Loss: 138.8017
Episode 95350 | Reward:  -3.322 | Epsilon: 0.0100 | Loss: 59.2691
Episode 95400 | Reward:  -4.720 | Epsilon: 0.0100 | Loss: 83.9408
Episode 95450 | Reward:  -3.367 | Epsilon: 0.0100 | Loss: 67.7134
Episode 95500 | Reward:  -6.563 | Epsilon: 0.0100 | Loss: 73.7123
Episode 95550 | Reward:  -2.798 | Epsilon: 0.0100 | Loss: 85.6980
Episode 95600 | Reward:  -7.210 | Epsilon: 0.0100 | Loss: 119.1201
Episode 95650 | Reward:  -5.886 | Epsilon: 0.0100 | Loss: 99.9222
Episode 95700 | Reward:  -4.783 | Epsilon: 0.0100 | Loss: 70.8416
Episode 95750 | Reward:  -5.130 | Epsilon: 0.0100 | Loss: 88.6407
Episode 95800 | Reward:   0.188 | Epsilon: 0.0100 | Loss: 116.7694
Episode 95850 | Reward:  -1.044 | Epsilon: 0.0100 | Loss: 78.1959
Episode 95900 | Reward:   0.534 | Epsilon: 0.0100 | Loss: 64.2436
Episode 95950 | Reward:  -4.610 | Epsilon: 0.0100 | Loss: 81.8982
Episode 96000 | Reward:  -4.576 | Epsilon: 0.0100 | Loss: 70.0298
Model saved to PyTorch_models/model.DQN.hierarchical.Hierarchical.M1=8,M2=4.30-11-2025(21:18).dict
✓ Model saved: model.DQN.hierarchical.Hierarchical.M1=8,M2=4.30-11-2025(21:18)
Episode 96050 | Reward:  -5.297 | Epsilon: 0.0100 | Loss: 72.0561
Episode 96100 | Reward:  -1.754 | Epsilon: 0.0100 | Loss: 94.0949
Episode 96150 | Reward:  -4.207 | Epsilon: 0.0100 | Loss: 64.6865
Episode 96200 | Reward:  -0.751 | Epsilon: 0.0100 | Loss: 90.0060
Episode 96250 | Reward:  -2.775 | Epsilon: 0.0100 | Loss: 86.2713
Episode 96300 | Reward:  -4.776 | Epsilon: 0.0100 | Loss: 75.0649
Episode 96350 | Reward:  -4.139 | Epsilon: 0.0100 | Loss: 55.4436
Episode 96400 | Reward:  -5.024 | Epsilon: 0.0100 | Loss: 65.5685
Episode 96450 | Reward:  -8.829 | Epsilon: 0.0100 | Loss: 57.0299
Episode 96500 | Reward:  -4.514 | Epsilon: 0.0100 | Loss: 55.6161
Episode 96550 | Reward:  -3.714 | Epsilon: 0.0100 | Loss: 78.5286
