nohup: ignoring input
Using device: cpu (CUDA not available)
======================================================================
FAST TRAINING MODE - Optimizations:
- M=8 rules (doubled capacity for learning strategies)
- Learning rate: 0.003 (3x normal)
- Batch size: 128 (smaller for faster updates)
- Update every game
- Target network sync every 50 episodes
- No rendering/visualization
======================================================================
Episode    50 | Reward:  -9.794 | Epsilon: 0.7783
Episode 29700 | Reward:  -6.770 | Epsilon: 0.0100 | Loss: 1151.0275
Episode 29750 | Reward:  -7.351 | Epsilon: 0.0100 | Loss: 1186.8215
Episode 29800 | Reward:  -8.062 | Epsilon: 0.0100 | Loss: 892.6574
Episode 29850 | Reward:  -8.646 | Epsilon: 0.0100 | Loss: 794.0525
Episode 29900 | Reward:  -5.674 | Epsilon: 0.0100 | Loss: 1060.6974
Episode 29950 | Reward:  -6.512 | Epsilon: 0.0100 | Loss: 1196.2568
Episode 30000 | Reward:  -3.026 | Epsilon: 0.0100 | Loss: 1049.6072
Model saved to PyTorch_models/model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(03:03).dict.dict
✓ Model saved: model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(03:03).dict
Episode 30050 | Reward:  -5.227 | Epsilon: 0.0100 | Loss: 1137.5127
Episode 30100 | Reward:  -6.171 | Epsilon: 0.0100 | Loss: 1109.3489
Episode 30150 | Reward:  -6.499 | Epsilon: 0.0100 | Loss: 902.7052
Episode 30200 | Reward:  -6.157 | Epsilon: 0.0100 | Loss: 1265.0880
Episode 30250 | Reward:  -3.765 | Epsilon: 0.0100 | Loss: 1330.5979
Episode 30300 | Reward:  -5.157 | Epsilon: 0.0100 | Loss: 1573.5898
Episode 30350 | Reward:  -8.763 | Epsilon: 0.0100 | Loss: 868.1934
Episode 30400 | Reward:  -9.361 | Epsilon: 0.0100 | Loss: 1447.9669
Episode 30450 | Reward:  -8.984 | Epsilon: 0.0100 | Loss: 1530.6285
Episode 30500 | Reward:  -8.292 | Epsilon: 0.0100 | Loss: 1362.5587
Episode 30550 | Reward:  -9.981 | Epsilon: 0.0100 | Loss: 1201.0193
Episode 30600 | Reward:  -7.964 | Epsilon: 0.0100 | Loss: 1230.5380
Episode 30650 | Reward:  -7.431 | Epsilon: 0.0100 | Loss: 1019.9131
Episode 30700 | Reward:  -7.495 | Epsilon: 0.0100 | Loss: 1319.1536
Episode 30750 | Reward:  -6.624 | Epsilon: 0.0100 | Loss: 1647.1924
Episode 30800 | Reward:  -5.078 | Epsilon: 0.0100 | Loss: 1414.6964
Episode 30850 | Reward:  -8.119 | Epsilon: 0.0100 | Loss: 1477.8661
Episode 30900 | Reward:  -7.774 | Epsilon: 0.0100 | Loss: 1059.5977
Episode 30950 | Reward:  -3.769 | Epsilon: 0.0100 | Loss: 1707.5632
Episode 31000 | Reward:  -5.121 | Epsilon: 0.0100 | Loss: 1215.6276
Model saved to PyTorch_models/model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(03:07).dict.dict
✓ Model saved: model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(03:07).dict
Episode 31050 | Reward:  -6.974 | Epsilon: 0.0100 | Loss: 1255.8600
Episode 31100 | Reward:  -7.089 | Epsilon: 0.0100 | Loss: 1147.1716
Episode 31150 | Reward:  -9.870 | Epsilon: 0.0100 | Loss: 1062.9949
Episode 31200 | Reward:  -9.783 | Epsilon: 0.0100 | Loss: 1215.2916
Episode 31250 | Reward:  -9.612 | Epsilon: 0.0100 | Loss: 1499.0232
Episode 31300 | Reward:  -7.262 | Epsilon: 0.0100 | Loss: 1500.1201
Episode 31350 | Reward:  -4.412 | Epsilon: 0.0100 | Loss: 1255.3511
Episode 31400 | Reward:  -7.375 | Epsilon: 0.0100 | Loss: 1169.1760
Episode 31450 | Reward:  -4.953 | Epsilon: 0.0100 | Loss: 1519.4917
Episode 31500 | Reward:  -6.585 | Epsilon: 0.0100 | Loss: 1976.8743
Episode 31550 | Reward:  -7.158 | Epsilon: 0.0100 | Loss: 1549.1267
Episode 31600 | Reward:  -4.290 | Epsilon: 0.0100 | Loss: 1302.9540
Episode 31650 | Reward:  -6.419 | Epsilon: 0.0100 | Loss: 1520.5503
Episode 31700 | Reward:  -6.612 | Epsilon: 0.0100 | Loss: 1680.0428
Episode 31750 | Reward:  -3.048 | Epsilon: 0.0100 | Loss: 1215.3721
Episode 31800 | Reward:  -6.405 | Epsilon: 0.0100 | Loss: 1478.4097
Episode 31850 | Reward:  -5.602 | Epsilon: 0.0100 | Loss: 1463.0703
Episode 31900 | Reward:  -9.211 | Epsilon: 0.0100 | Loss: 1314.6035
Episode 31950 | Reward:  -4.788 | Epsilon: 0.0100 | Loss: 1824.0708
Episode 32000 | Reward:  -4.357 | Epsilon: 0.0100 | Loss: 883.0880
Model saved to PyTorch_models/model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(03:11).dict.dict
✓ Model saved: model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(03:11).dict
Episode 32050 | Reward:  -4.799 | Epsilon: 0.0100 | Loss: 1532.0288
Episode 32100 | Reward:  -5.704 | Epsilon: 0.0100 | Loss: 1390.2494
Episode 32150 | Reward:  -6.481 | Epsilon: 0.0100 | Loss: 1682.3308
Episode 32200 | Reward:  -5.357 | Epsilon: 0.0100 | Loss: 1325.9747
Episode 32250 | Reward:  -3.335 | Epsilon: 0.0100 | Loss: 1533.9604
Episode 32300 | Reward:  -5.227 | Epsilon: 0.0100 | Loss: 1580.4923
Episode 32350 | Reward:  -6.777 | Epsilon: 0.0100 | Loss: 1567.9414
Episode 32400 | Reward:  -6.586 | Epsilon: 0.0100 | Loss: 2158.2817
Episode 32450 | Reward:  -6.413 | Epsilon: 0.0100 | Loss: 2095.2334
Episode 32500 | Reward:  -3.312 | Epsilon: 0.0100 | Loss: 2235.6414
Episode 32550 | Reward:  -5.270 | Epsilon: 0.0100 | Loss: 2156.6306
Episode 32600 | Reward:  -5.651 | Epsilon: 0.0100 | Loss: 2020.0879
Episode 32650 | Reward:  -6.130 | Epsilon: 0.0100 | Loss: 1840.8168
Episode 32700 | Reward:  -3.162 | Epsilon: 0.0100 | Loss: 1695.4421
Episode 32750 | Reward:  -5.957 | Epsilon: 0.0100 | Loss: 1463.8779
Episode 32800 | Reward:  -6.199 | Epsilon: 0.0100 | Loss: 2534.6160
Episode 32850 | Reward:  -6.720 | Epsilon: 0.0100 | Loss: 1854.0479
Episode 32900 | Reward:  -9.298 | Epsilon: 0.0100 | Loss: 1890.8634
Episode 32950 | Reward:  -4.052 | Epsilon: 0.0100 | Loss: 1625.9816
Episode 33000 | Reward:  -2.429 | Epsilon: 0.0100 | Loss: 2070.5398
Model saved to PyTorch_models/model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(03:15).dict.dict
✓ Model saved: model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(03:15).dict
Episode 33050 | Reward:  -3.657 | Epsilon: 0.0100 | Loss: 1855.7773
Episode 33100 | Reward:  -5.320 | Epsilon: 0.0100 | Loss: 1581.3059
Episode 33150 | Reward:  -6.369 | Epsilon: 0.0100 | Loss: 2214.1926
Episode 33200 | Reward:  -5.548 | Epsilon: 0.0100 | Loss: 2142.5701
Episode 33250 | Reward:   0.430 | Epsilon: 0.0100 | Loss: 1933.1803
Episode 33300 | Reward:  -4.729 | Epsilon: 0.0100 | Loss: 2071.8013
Episode 33350 | Reward:  -6.473 | Epsilon: 0.0100 | Loss: 2285.4326
Episode 33400 | Reward:  -7.259 | Epsilon: 0.0100 | Loss: 1648.8756
Episode 33450 | Reward:  -6.886 | Epsilon: 0.0100 | Loss: 2148.2617
Episode 33500 | Reward:  -6.952 | Epsilon: 0.0100 | Loss: 2488.4832
Episode 33550 | Reward:  -6.938 | Epsilon: 0.0100 | Loss: 2094.0066
Episode 33600 | Reward:  -4.427 | Epsilon: 0.0100 | Loss: 2264.7307
Episode 33650 | Reward:  -9.045 | Epsilon: 0.0100 | Loss: 2989.5322
Episode 33700 | Reward:  -5.977 | Epsilon: 0.0100 | Loss: 2645.5481
Episode 33750 | Reward:  -7.721 | Epsilon: 0.0100 | Loss: 2767.8848
Episode 33800 | Reward:  -7.488 | Epsilon: 0.0100 | Loss: 2301.1973
Episode 33850 | Reward:  -5.976 | Epsilon: 0.0100 | Loss: 1918.1543
Episode 33900 | Reward:  -7.694 | Epsilon: 0.0100 | Loss: 2806.8044
Episode 33950 | Reward:  -7.785 | Epsilon: 0.0100 | Loss: 2555.9199
Episode 34000 | Reward:  -3.837 | Epsilon: 0.0100 | Loss: 2637.6099
Model saved to PyTorch_models/model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(03:19).dict.dict
✓ Model saved: model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(03:19).dict
Episode 34050 | Reward:  -4.428 | Epsilon: 0.0100 | Loss: 2862.5735
Episode 34100 | Reward:  -6.186 | Epsilon: 0.0100 | Loss: 3404.7661
Episode 34150 | Reward:  -8.520 | Epsilon: 0.0100 | Loss: 2668.0781
Episode 34200 | Reward:  -5.415 | Epsilon: 0.0100 | Loss: 2644.1782
Episode 34250 | Reward:  -4.567 | Epsilon: 0.0100 | Loss: 3417.2776
Episode 34300 | Reward:  -7.694 | Epsilon: 0.0100 | Loss: 2649.0146
Episode 34350 | Reward:  -5.545 | Epsilon: 0.0100 | Loss: 3236.7432
Episode 34400 | Reward:  -6.245 | Epsilon: 0.0100 | Loss: 3394.6091
Episode 34450 | Reward:  -8.005 | Epsilon: 0.0100 | Loss: 2628.3928
Episode 34500 | Reward:  -5.748 | Epsilon: 0.0100 | Loss: 2629.7778
Episode 34550 | Reward:  -5.505 | Epsilon: 0.0100 | Loss: 3005.6699
Episode 34600 | Reward:  -2.647 | Epsilon: 0.0100 | Loss: 3077.4407
Episode 34650 | Reward:  -6.412 | Epsilon: 0.0100 | Loss: 3338.9629
Episode 34700 | Reward:  -5.853 | Epsilon: 0.0100 | Loss: 2930.3513
Episode 34750 | Reward:  -7.799 | Epsilon: 0.0100 | Loss: 3306.0298
Episode 34800 | Reward:  -5.811 | Epsilon: 0.0100 | Loss: 3754.6548
Episode 34850 | Reward:  -6.489 | Epsilon: 0.0100 | Loss: 2879.6125
Episode 34900 | Reward:  -3.519 | Epsilon: 0.0100 | Loss: 3179.4136
Episode 34950 | Reward:  -5.725 | Epsilon: 0.0100 | Loss: 3894.1106
Episode 35000 | Reward:  -5.312 | Epsilon: 0.0100 | Loss: 3394.5398
Model saved to PyTorch_models/model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(03:23).dict.dict
✓ Model saved: model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(03:23).dict
Episode 35050 | Reward:  -6.289 | Epsilon: 0.0100 | Loss: 4226.5542
Episode 35100 | Reward:  -2.622 | Epsilon: 0.0100 | Loss: 3946.9001
Episode 35150 | Reward:  -1.814 | Epsilon: 0.0100 | Loss: 3609.4768
Episode 35200 | Reward:  -4.422 | Epsilon: 0.0100 | Loss: 3224.4019
Episode 35250 | Reward:  -4.939 | Epsilon: 0.0100 | Loss: 4026.5032
Episode 35300 | Reward:  -4.580 | Epsilon: 0.0100 | Loss: 3803.9036
Episode 35350 | Reward:  -2.338 | Epsilon: 0.0100 | Loss: 2852.6001
Episode 35400 | Reward:  -4.780 | Epsilon: 0.0100 | Loss: 4232.7251
Episode 35450 | Reward:  -4.486 | Epsilon: 0.0100 | Loss: 3974.7915
Episode 35500 | Reward:  -3.127 | Epsilon: 0.0100 | Loss: 3404.4316
Episode 35550 | Reward:  -3.263 | Epsilon: 0.0100 | Loss: 3576.2710
Episode 35600 | Reward:  -5.497 | Epsilon: 0.0100 | Loss: 4434.9614
Episode 35650 | Reward:  -6.163 | Epsilon: 0.0100 | Loss: 4364.1270
Episode 35700 | Reward:  -5.685 | Epsilon: 0.0100 | Loss: 4470.0708
Episode 35750 | Reward:  -5.920 | Epsilon: 0.0100 | Loss: 4581.7349
Episode 35800 | Reward:  -4.540 | Epsilon: 0.0100 | Loss: 5216.8677
Episode 35850 | Reward:  -4.889 | Epsilon: 0.0100 | Loss: 4656.9575
Episode 35900 | Reward:  -5.349 | Epsilon: 0.0100 | Loss: 3791.1487
Episode 35950 | Reward:  -4.139 | Epsilon: 0.0100 | Loss: 3705.4331
Episode 36000 | Reward:  -7.292 | Epsilon: 0.0100 | Loss: 4738.3569
Model saved to PyTorch_models/model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(03:27).dict.dict
✓ Model saved: model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(03:27).dict
Episode 36050 | Reward:  -1.198 | Epsilon: 0.0100 | Loss: 4928.9775
Episode 36100 | Reward:  -5.073 | Epsilon: 0.0100 | Loss: 4151.9302
Episode 36150 | Reward:  -7.261 | Epsilon: 0.0100 | Loss: 4844.2930
Episode 36200 | Reward:  -9.687 | Epsilon: 0.0100 | Loss: 3976.4453
Episode 36250 | Reward:  -6.142 | Epsilon: 0.0100 | Loss: 4819.1382
Episode 36300 | Reward:  -4.144 | Epsilon: 0.0100 | Loss: 5037.4312
Episode 36350 | Reward:  -4.524 | Epsilon: 0.0100 | Loss: 5219.8062
Episode 36400 | Reward:  -5.200 | Epsilon: 0.0100 | Loss: 5293.0435
Episode 36450 | Reward:  -6.921 | Epsilon: 0.0100 | Loss: 4111.7324
Episode 36500 | Reward:  -7.311 | Epsilon: 0.0100 | Loss: 3807.1470
Episode 36550 | Reward:  -6.272 | Epsilon: 0.0100 | Loss: 3753.8828
Episode 36600 | Reward:  -8.626 | Epsilon: 0.0100 | Loss: 5505.6230
Episode 36650 | Reward: -11.038 | Epsilon: 0.0100 | Loss: 3903.8044
Episode 36700 | Reward:  -9.577 | Epsilon: 0.0100 | Loss: 4713.3101
Episode 36750 | Reward:  -9.700 | Epsilon: 0.0100 | Loss: 4136.0347
Episode 36800 | Reward:  -8.129 | Epsilon: 0.0100 | Loss: 4463.0464
Episode 36850 | Reward:  -6.332 | Epsilon: 0.0100 | Loss: 5168.9111
Episode 36900 | Reward:  -5.165 | Epsilon: 0.0100 | Loss: 5698.0483
Episode 36950 | Reward:  -2.818 | Epsilon: 0.0100 | Loss: 4444.4141
Episode 37000 | Reward:  -4.910 | Epsilon: 0.0100 | Loss: 5187.4209
Model saved to PyTorch_models/model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(03:32).dict.dict
✓ Model saved: model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(03:32).dict
Episode 37050 | Reward:  -4.962 | Epsilon: 0.0100 | Loss: 4910.3896
Episode 37100 | Reward:  -6.755 | Epsilon: 0.0100 | Loss: 5252.2808
Episode 37150 | Reward:  -5.763 | Epsilon: 0.0100 | Loss: 4712.2456
Episode 37200 | Reward:  -3.614 | Epsilon: 0.0100 | Loss: 5422.3706
Episode 37250 | Reward:  -7.391 | Epsilon: 0.0100 | Loss: 5012.5552
Episode 37300 | Reward:  -8.175 | Epsilon: 0.0100 | Loss: 4242.0669
Episode 37350 | Reward: -12.746 | Epsilon: 0.0100 | Loss: 4306.3716
Episode 37400 | Reward:  -9.353 | Epsilon: 0.0100 | Loss: 5313.5854
Episode 37450 | Reward:  -5.261 | Epsilon: 0.0100 | Loss: 6072.4297
Episode 37500 | Reward:  -2.988 | Epsilon: 0.0100 | Loss: 5787.5986
Episode 37550 | Reward:  -4.558 | Epsilon: 0.0100 | Loss: 5862.0010
Episode 37600 | Reward:  -8.781 | Epsilon: 0.0100 | Loss: 4524.1768
Episode 37650 | Reward:  -6.913 | Epsilon: 0.0100 | Loss: 5741.9541
Episode 37700 | Reward:  -5.266 | Epsilon: 0.0100 | Loss: 6345.5366
Episode 37750 | Reward:  -4.296 | Epsilon: 0.0100 | Loss: 6898.4712
Episode 37800 | Reward:  -1.191 | Epsilon: 0.0100 | Loss: 6108.6230
Episode 37850 | Reward:  -3.074 | Epsilon: 0.0100 | Loss: 5792.1826
Episode 37900 | Reward:  -3.971 | Epsilon: 0.0100 | Loss: 8816.5889
Episode 37950 | Reward:  -3.161 | Epsilon: 0.0100 | Loss: 6600.4458
Episode 38000 | Reward:  -8.767 | Epsilon: 0.0100 | Loss: 6213.2212
Model saved to PyTorch_models/model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(03:36).dict.dict
✓ Model saved: model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(03:36).dict
Episode 38050 | Reward: -11.216 | Epsilon: 0.0100 | Loss: 5480.6724
Episode 38100 | Reward: -11.286 | Epsilon: 0.0100 | Loss: 7476.2227
Episode 38150 | Reward:  -9.900 | Epsilon: 0.0100 | Loss: 7300.3281
Episode 38200 | Reward:  -8.797 | Epsilon: 0.0100 | Loss: 7409.0996
Episode 38250 | Reward: -10.053 | Epsilon: 0.0100 | Loss: 6193.0522
Episode 38300 | Reward:  -7.980 | Epsilon: 0.0100 | Loss: 5268.0088
Episode 38350 | Reward:  -6.080 | Epsilon: 0.0100 | Loss: 7268.5161
Episode 38400 | Reward:  -5.749 | Epsilon: 0.0100 | Loss: 8095.7480
Episode 38450 | Reward:  -6.460 | Epsilon: 0.0100 | Loss: 9116.1660
Episode 38500 | Reward:  -7.477 | Epsilon: 0.0100 | Loss: 9598.4795
Episode 38550 | Reward:  -5.047 | Epsilon: 0.0100 | Loss: 8569.4160
Episode 38600 | Reward:  -7.999 | Epsilon: 0.0100 | Loss: 9749.5469
Episode 38650 | Reward:  -7.374 | Epsilon: 0.0100 | Loss: 9439.0078
Episode 38700 | Reward: -10.643 | Epsilon: 0.0100 | Loss: 9935.3379
Episode 38750 | Reward:  -7.439 | Epsilon: 0.0100 | Loss: 9592.2109
Episode 38800 | Reward:  -6.589 | Epsilon: 0.0100 | Loss: 11208.2793
Episode 38850 | Reward:  -8.952 | Epsilon: 0.0100 | Loss: 8293.6982
Episode 38900 | Reward:  -4.266 | Epsilon: 0.0100 | Loss: 10839.6396
Episode 38950 | Reward:  -6.117 | Epsilon: 0.0100 | Loss: 10737.9824
Episode 39000 | Reward:  -7.781 | Epsilon: 0.0100 | Loss: 13280.2139
Model saved to PyTorch_models/model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(03:40).dict.dict
✓ Model saved: model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(03:40).dict
Episode 39050 | Reward:  -3.847 | Epsilon: 0.0100 | Loss: 11238.6533
Episode 39100 | Reward:  -7.824 | Epsilon: 0.0100 | Loss: 12440.7197
Episode 39150 | Reward:  -6.968 | Epsilon: 0.0100 | Loss: 12846.8809
Episode 39200 | Reward:  -4.346 | Epsilon: 0.0100 | Loss: 12414.8359
Episode 39250 | Reward:  -7.038 | Epsilon: 0.0100 | Loss: 11014.6660
Episode 39300 | Reward: -11.467 | Epsilon: 0.0100 | Loss: 9837.7754
Episode 39350 | Reward:  -9.541 | Epsilon: 0.0100 | Loss: 9771.1123
Episode 39400 | Reward:  -8.263 | Epsilon: 0.0100 | Loss: 11755.3975
Episode 39450 | Reward: -11.129 | Epsilon: 0.0100 | Loss: 15049.7207
Episode 39500 | Reward: -11.990 | Epsilon: 0.0100 | Loss: 11283.4404
Episode 39550 | Reward: -12.646 | Epsilon: 0.0100 | Loss: 15181.5400
Episode 39600 | Reward: -11.045 | Epsilon: 0.0100 | Loss: 11600.2607
Episode 39650 | Reward: -12.281 | Epsilon: 0.0100 | Loss: 16558.8105
Episode 39700 | Reward: -14.907 | Epsilon: 0.0100 | Loss: 18693.6328
Episode 39750 | Reward: -11.347 | Epsilon: 0.0100 | Loss: 19493.7422
Episode 39800 | Reward: -10.146 | Epsilon: 0.0100 | Loss: 17292.5098
Episode 39850 | Reward: -10.916 | Epsilon: 0.0100 | Loss: 20257.0508
Episode 39900 | Reward: -12.274 | Epsilon: 0.0100 | Loss: 18942.1719
Episode 39950 | Reward: -15.258 | Epsilon: 0.0100 | Loss: 16245.4395
Episode 40000 | Reward: -13.483 | Epsilon: 0.0100 | Loss: 24205.5195
Model saved to PyTorch_models/model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(03:44).dict.dict
✓ Model saved: model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(03:44).dict
Episode 40050 | Reward: -14.127 | Epsilon: 0.0100 | Loss: 24120.5078
Episode 40100 | Reward:  -9.929 | Epsilon: 0.0100 | Loss: 15558.3096
Episode 40150 | Reward: -10.762 | Epsilon: 0.0100 | Loss: 25380.0781
Episode 40200 | Reward: -13.438 | Epsilon: 0.0100 | Loss: 21046.0918
Episode 40250 | Reward: -15.840 | Epsilon: 0.0100 | Loss: 24624.5410
Episode 40300 | Reward: -14.511 | Epsilon: 0.0100 | Loss: 32327.9727
Episode 40350 | Reward: -13.337 | Epsilon: 0.0100 | Loss: 22682.9531
Episode 40400 | Reward: -12.793 | Epsilon: 0.0100 | Loss: 26598.7988
Episode 40450 | Reward: -13.623 | Epsilon: 0.0100 | Loss: 30995.3750
Episode 40500 | Reward: -11.506 | Epsilon: 0.0100 | Loss: 30246.4219
Episode 40550 | Reward:  -9.798 | Epsilon: 0.0100 | Loss: 23840.7949
Episode 40600 | Reward: -13.053 | Epsilon: 0.0100 | Loss: 30179.7285
Episode 40650 | Reward: -10.767 | Epsilon: 0.0100 | Loss: 30811.2402
Episode 40700 | Reward: -13.900 | Epsilon: 0.0100 | Loss: 31205.8672
Episode 40750 | Reward: -13.194 | Epsilon: 0.0100 | Loss: 34830.4648
Episode 40800 | Reward: -15.465 | Epsilon: 0.0100 | Loss: 32120.2578
Episode 40850 | Reward: -10.270 | Epsilon: 0.0100 | Loss: 29083.7734
Episode 40900 | Reward: -11.802 | Epsilon: 0.0100 | Loss: 30309.8359
Episode 40950 | Reward: -15.277 | Epsilon: 0.0100 | Loss: 35579.2070
Episode 41000 | Reward: -11.173 | Epsilon: 0.0100 | Loss: 35242.9961
Model saved to PyTorch_models/model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(03:48).dict.dict
✓ Model saved: model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(03:48).dict
Episode 41050 | Reward: -11.825 | Epsilon: 0.0100 | Loss: 40610.4492
Episode 41100 | Reward: -11.088 | Epsilon: 0.0100 | Loss: 40677.1328
Episode 41150 | Reward: -10.022 | Epsilon: 0.0100 | Loss: 38737.1680
Episode 41200 | Reward: -10.278 | Epsilon: 0.0100 | Loss: 47110.0000
Episode 41250 | Reward:  -8.304 | Epsilon: 0.0100 | Loss: 30085.4180
Episode 41300 | Reward: -10.610 | Epsilon: 0.0100 | Loss: 43543.2773
Episode 41350 | Reward:  -8.064 | Epsilon: 0.0100 | Loss: 38220.8047
Episode 41400 | Reward: -10.306 | Epsilon: 0.0100 | Loss: 35747.1875
Episode 41450 | Reward: -10.391 | Epsilon: 0.0100 | Loss: 44851.9648
Episode 41500 | Reward:  -9.193 | Epsilon: 0.0100 | Loss: 57954.8203
Episode 41550 | Reward:  -8.013 | Epsilon: 0.0100 | Loss: 45683.9922
Episode 41600 | Reward:  -6.066 | Epsilon: 0.0100 | Loss: 49007.1250
Episode 41650 | Reward: -10.335 | Epsilon: 0.0100 | Loss: 42657.1016
Episode 41700 | Reward:  -7.457 | Epsilon: 0.0100 | Loss: 35995.5000
Episode 41750 | Reward:  -9.467 | Epsilon: 0.0100 | Loss: 45938.8867
Episode 41800 | Reward:  -8.778 | Epsilon: 0.0100 | Loss: 51637.4844
Episode 41850 | Reward: -10.531 | Epsilon: 0.0100 | Loss: 50845.7969
Episode 41900 | Reward: -11.272 | Epsilon: 0.0100 | Loss: 63614.2227
Episode 41950 | Reward:  -6.151 | Epsilon: 0.0100 | Loss: 44922.7031
Episode 42000 | Reward:  -8.244 | Epsilon: 0.0100 | Loss: 54618.2422
Model saved to PyTorch_models/model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(03:52).dict.dict
✓ Model saved: model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(03:52).dict
Episode 42050 | Reward:  -8.176 | Epsilon: 0.0100 | Loss: 53037.0430
Episode 42100 | Reward:  -7.418 | Epsilon: 0.0100 | Loss: 64218.1094
Episode 42150 | Reward:  -8.480 | Epsilon: 0.0100 | Loss: 52674.6953
Episode 42200 | Reward: -13.280 | Epsilon: 0.0100 | Loss: 49123.3750
Episode 42250 | Reward:  -6.683 | Epsilon: 0.0100 | Loss: 60284.7734
Episode 42300 | Reward:  -6.737 | Epsilon: 0.0100 | Loss: 62450.8281
Episode 42350 | Reward:  -4.121 | Epsilon: 0.0100 | Loss: 49531.7656
Episode 42400 | Reward:  -5.368 | Epsilon: 0.0100 | Loss: 66982.4844
Episode 42450 | Reward: -10.027 | Epsilon: 0.0100 | Loss: 67820.2109
Episode 42500 | Reward:  -8.985 | Epsilon: 0.0100 | Loss: 56570.3594
Episode 42550 | Reward: -10.334 | Epsilon: 0.0100 | Loss: 56630.4922
Episode 42600 | Reward:  -9.630 | Epsilon: 0.0100 | Loss: 72539.6719
Episode 42650 | Reward:  -4.004 | Epsilon: 0.0100 | Loss: 66514.6797
Episode 42700 | Reward:  -5.117 | Epsilon: 0.0100 | Loss: 61014.9922
Episode 42750 | Reward:  -5.767 | Epsilon: 0.0100 | Loss: 74055.8203
Episode 42800 | Reward:  -8.857 | Epsilon: 0.0100 | Loss: 71528.8828
Episode 42850 | Reward:  -9.671 | Epsilon: 0.0100 | Loss: 59550.3242
Episode 42900 | Reward:  -6.375 | Epsilon: 0.0100 | Loss: 57841.8945
Episode 42950 | Reward:  -6.564 | Epsilon: 0.0100 | Loss: 69269.3594
Episode 43000 | Reward:  -2.603 | Epsilon: 0.0100 | Loss: 85912.6172
Model saved to PyTorch_models/model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(03:56).dict.dict
✓ Model saved: model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(03:56).dict
Episode 43050 | Reward:  -7.498 | Epsilon: 0.0100 | Loss: 73366.0469
Episode 43100 | Reward:  -2.036 | Epsilon: 0.0100 | Loss: 85229.6719
Episode 43150 | Reward:  -3.990 | Epsilon: 0.0100 | Loss: 80896.2578
Episode 43200 | Reward: -11.014 | Epsilon: 0.0100 | Loss: 68883.3984
Episode 43250 | Reward:  -8.838 | Epsilon: 0.0100 | Loss: 59699.8125
